Category,Message,cleaning_text
0,ranjith cal drpd deeraj and deepak 5min hold,ranjith cal drpd deeraj deepak 5min hold
0,"wen ur lovable bcums angry wid u, dnt take it seriously.. coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... have nice day da.",wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da
0,what you doing?how are you?,doinghow
0,"ups which is 3days also, and the shipping company that takes 2wks. the other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",ups 3days also shipping company take 2wks way usps take week get lag may bribe nipost get stuff
0,"i'm back, lemme know when you're ready",im back lem know youre ready
0,don't necessarily expect it to be done before you get back though because i'm just now headin out,dont necessarily expect done get back though im headin
0,mmm so yummy babe ... nice jolt to the suzy,mmm yummy babe nice jolt suzy
0,where are you lover ? i need you ...,lover need
1,we tried to contact you re your reply to our offer of a video handset? 750 anytime networks mins? unlimited text? camcorder? reply or call 08000930705 now,tried contact reply offer video handset 750 anytime network min unlimited text camcorder reply call 08000930705
0,i‘m parked next to a mini!!!! when are you coming in today do you think?,im parked next mini coming today think
0,yup,yup
0,anyway i'm going shopping on my own now. cos my sis not done yet. dun disturb u liao.,anyway im going shopping co si done yet dun disturb u liao
0,my no. in luton 0125698789 ring me if ur around! h*,luton 0125698789 ring ur around h
1,hey i am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,hey really horny want chat see naked text hot 69698 text charged 150pm unsubscribe text stop 69698
0,why you dint come with us.,dint come u
0,same. wana plan a trip sometme then,wana plan trip sometme
0,"not sure yet, still trying to get a hold of him",sure yet still trying get hold
1,ur ringtone service has changed! 25 free credits! go to club4mobiles.com to choose content now! stop? txt club stop to 87070. 150p/wk club4 po box1146 mk45 2wt,ur ringtone service changed 25 free credit go club4mobilescom choose content stop txt club stop 87070 150pwk club4 po box1146 mk45 2wt
0,the evo. i just had to download flash. jealous?,evo download flash jealous
1,ringtone club: get the uk singles chart on your mobile each week and choose any top quality ringtone! this message is free of charge.,ringtone club get uk single chart mobile week choose top quality ringtone message free charge
0,"come to mu, we're sorting out our narcotics situation",come mu sorting narcotic situation
0,"night has ended for another day, morning has come in a special way. may you smile like the sunny rays and leaves your worries at the blue blue bay.",night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay
1,hmv bonus special 500 pounds of genuine hmv vouchers to be won. just answer 4 easy questions. play now! send hmv to 86688 more info:www.100percent-real.com,hmv bonus special 500 pound genuine hmv voucher answer 4 easy question play send hmv 86688 infowww100percentrealcom
0,"usf i guess, might as well take 1 car",usf guess might well take 1 car
0,no objection. my bf not coming.,objection bf coming
0,thanx...,thanx
0,tell rob to mack his gf in the theater,tell rob mack gf theater
0,"awesome, i'll see you in a bit",awesome ill see bit
0,just sent it. so what type of food do you like?,sent type food like
0,all done? all handed in? celebrations in full swing yet?,done handed celebration full swing yet
0,you got called a tool?,got called tool
0,"wen u miss someone, the person is definitely special for u..... but if the person is so special, why to miss them, just keep-in-touch gdeve..",wen u miss someone person definitely special u person special miss keepintouch gdeve
0,ok. i asked for money how far,ok asked money far
0,okie...,okie
0,"yeah i think my usual guy's still passed out from last night, if you get ahold of anybody let me know and i'll throw down",yeah think usual guy still passed last night get ahold anybody let know ill throw
0,"k, i might come by tonight then if my class lets out early",k might come tonight class let early
0,ok..,ok
0,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,hi baby im cruisin girl friend r u 2 give call hour home thats alright fone fone love jenny xxx
0,"my life means a lot to me, not because i love my life, but because i love the people in my life, the world calls them friends, i call them my world:-).. ge:-)..",life mean lot love life love people life world call friend call world ge
0,"dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",dearshall mail tonitebusy streetshall update tonitethings looking okvarunnathu edukkukayee raksha ollubut good one real sense
0,hey you told your name to gautham ah?,hey told name gautham ah
0,haf u found him? i feel so stupid da v cam was working.,haf u found feel stupid da v cam working
0,oops. 4 got that bit.,oops 4 got bit
0,are you this much buzy,much buzy
0,i accidentally deleted the message. resend please.,accidentally deleted message resend please
1,t-mobile customer you may now claim your free camera phone upgrade & a pay & go sim card for your loyalty. call on 0845 021 3680.offer ends 28thfeb.t&c's apply,tmobile customer may claim free camera phone upgrade pay go sim card loyalty call 0845 021 3680offer end 28thfebtcs apply
0,unless it's a situation where you go gurl would be more appropriate,unless situation go gurl would appropriate
0,hurt me... tease me... make me cry... but in the end of my life when i die plz keep one rose on my grave and say stupid i miss u.. have a nice day bslvyl,hurt tease make cry end life die plz keep one rose grave say stupid miss u nice day bslvyl
0,i cant pick the phone right now. pls send a message,cant pick phone right pls send message
0,need a coffee run tomo?can't believe it's that time of week already,need coffee run tomocant believe time week already
0,"awesome, i remember the last time we got somebody high for the first time with diesel :v",awesome remember last time got somebody high first time diesel v
0,"shit that is really shocking and scary, cant imagine for a second. def up for night out. do u think there is somewhere i could crash for night, save on taxi?",shit really shocking scary cant imagine second def night u think somewhere could crash night save taxi
0,oh and by the way you do have more food in your fridge! want to go out for a meal tonight?,oh way food fridge want go meal tonight
0,he is a womdarfull actor,womdarfull actor
1,"sms. ac blind date 4u!: rodds1 is 21/m from aberdeen, united kingdom. check him out http://img. sms. ac/w/icmb3cktz8r7!-4 no blind dates send hide",sm ac blind date 4u rodds1 21m aberdeen united kingdom check httpimg sm acwicmb3cktz8r74 blind date send hide
0,yup... from what i remb... i think should be can book...,yup remb think book
0,jos ask if u wana meet up?,jos ask u wana meet
0,lol yes. our friendship is hanging on a thread cause u won't buy stuff.,lol yes friendship hanging thread cause u wont buy stuff
1,"themob> check out our newest selection of content, games, tones, gossip, babes and sport, keep your mobile fit and funky text wap to 82468",themob check newest selection content game tone gossip babe sport keep mobile fit funky text wap 82468
0,where are the garage keys? they aren't on the bookshelf,garage key arent bookshelf
0,today is accept day..u accept me as? brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rply means enemy,today accept dayu accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply mean enemy
1,"think ur smart ? win £200 this week in our weekly quiz, text play to 85222 now!t&cs winnersclub po box 84, m26 3uz. 16+. gbp1.50/week",think ur smart win 200 week weekly quiz text play 85222 nowtcs winnersclub po box 84 m26 3uz 16 gbp150week
0,he says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,say hell give call friend got money he definitely buying end week
0,"hi the way i was with u 2day, is the normal way&this is the real me. ur unique&i hope i know u 4 the rest of mylife. hope u find wot was lost.",hi way u 2day normal waythis real ur uniquei hope know u 4 rest mylife hope u find wot lost
